Year,Month,Segment,Region,KPI,Value Type,Value
2022,1,Clients,Uddepy,Lv3_Visitors,Actuals," 378,306 "
2022,1,Clients,India,Lv5_Visitors,Actuals," 314,879 "
2022,1,Clients,Dehradun,Lv1_Visitors,Actuals," 294,710 "
2022,1,Clients,Ujjain,Lv1_Visitors,Actuals," 169,830 "
2022,1,Clients,Dehradun,Lv2_Visitors,Actuals," 168,820 "
2022,1,Clients,Uddepy,Lv4_Visitors,Actuals," 160,993 "
2022,1,Clients,Indore,Lv1_Visitors,Actuals," 147,244 "
2022,1,Clients,Dehradun,Lv3_Visitors,Actuals," 141,763 "
2022,1,Clients,Ujjain,Lv2_Visitors,Actuals," 98,197 "
2022,1,Clients,Indore,Lv2_Visitors,Actuals," 85,963 "
2022,1,Clients,Ujjain,Lv3_Visitors,Actuals," 83,314 "
2022,1,Clients,Indore,Lv3_Visitors,Actuals," 74,326 "
2022,1,Clients,Uddepy,Lv5_Visitors,Actuals," 71,760 "
2022,1,Clients,Dehradun,Lv4_Visitors,Actuals," 68,934 "
2022,1,Clients,Indore,Lv4_Visitors,Actuals," 40,124 "
2022,1,Clients,Ujjain,Lv4_Visitors,Actuals," 40,019 "
2022,1,Clients,Dehradun,Lv5_Visitors,Actuals," 34,695 "
2022,1,Clients,Indore,Lv5_Visitors,Actuals," 19,556 "
2022,1,Clients,Ujjain,Lv5_Visitors,Actuals," 18,368 "
2020,12,Customers,India,Lv1_Visitors,Actuals," 584,005 "
2020,12,Customers,India,Lv3_Visitors,Actuals," 512,155 "
2020,12,Customers,India,Lv2_Visitors,Actuals," 466,208 "
2020,12,Customers,India,Lv4_Visitors,Actuals," 222,199 "
2020,12,Customers,Uddepy,Lv1_Visitors,Actuals," 95,001 "
2020,12,Customers,Uddepy,Lv3_Visitors,Actuals," 81,416 "
2020,12,Customers,Uddepy,Lv2_Visitors,Actuals," 70,151 "
2020,12,Customers,India,Lv5_Visitors,Actuals," 56,614 "
2020,12,Customers,Uddepy,Lv4_Visitors,Actuals," 38,057 "
2020,12,Customers,Faridabad,Lv1_Visitors,Actuals," 34,477 "
2020,12,Customers,Dehradun,Lv1_Visitors,Actuals," 32,823 "
2020,12,Customers,Faridabad,Lv3_Visitors,Actuals," 32,552 "
2020,12,Customers,Faridabad,Lv2_Visitors,Actuals," 29,359 "
2020,12,Customers,Ujjain,Lv1_Visitors,Actuals," 28,265 "
2020,12,Customers,Dehradun,Lv2_Visitors,Actuals," 23,730 "
2020,12,Customers,Dehradun,Lv3_Visitors,Actuals," 22,713 "
2020,12,Customers,Ujjain,Lv2_Visitors,Actuals," 21,519 "
2020,12,Customers,Ujjain,Lv3_Visitors,Actuals," 20,744 "
2020,12,Customers,Faridabad,Lv4_Visitors,Actuals," 15,260 "
2020,12,Customers,Uddepy,Lv5_Visitors,Actuals," 12,201 "
2020,12,Customers,Ujjain,Lv4_Visitors,Actuals," 9,334 "
2020,12,Customers,Dehradun,Lv4_Visitors,Actuals," 8,489 "
2020,12,Customers,Aurangabad,Lv3_Visitors,Actuals," 6,178 "
2020,12,Customers,Aurangabad,Lv1_Visitors,Actuals," 6,103 "
2020,12,Customers,Faridabad,Lv5_Visitors,Actuals," 6,062 "
2020,12,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,399 "
2020,12,Customers,Dehradun,Lv5_Visitors,Actuals," 3,616 "
2020,12,Customers,Ujjain,Lv5_Visitors,Actuals," 3,201 "
2020,12,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,250 "
2020,12,Customers,Aurangabad,Lv5_Visitors,Actuals, 897 
2021,12,Customers,India,Lv1_Visitors,Actuals," 469,431 "
2021,12,Customers,India,Lv2_Visitors,Actuals," 330,165 "
2021,12,Customers,India,Lv3_Visitors,Actuals," 232,479 "
2021,12,Customers,India,Lv4_Visitors,Actuals," 88,949 "
2021,12,Customers,Uddepy,Lv1_Visitors,Actuals," 71,616 "
2021,12,Customers,Uddepy,Lv2_Visitors,Actuals," 47,155 "
2021,12,Customers,Uddepy,Lv3_Visitors,Actuals," 40,317 "
2021,12,Customers,Faridabad,Lv1_Visitors,Actuals," 34,848 "
2021,12,Customers,Ujjain,Lv1_Visitors,Actuals," 24,376 "
2021,12,Customers,Faridabad,Lv2_Visitors,Actuals," 24,103 "
2021,12,Customers,Dehradun,Lv1_Visitors,Actuals," 22,751 "
2021,12,Customers,Uddepy,Lv4_Visitors,Actuals," 20,867 "
2021,12,Customers,Faridabad,Lv3_Visitors,Actuals," 19,538 "
2021,12,Customers,India,Lv5_Visitors,Actuals," 18,591 "
2021,12,Customers,Dehradun,Lv2_Visitors,Actuals," 15,050 "
2021,12,Customers,Ujjain,Lv2_Visitors,Actuals," 14,781 "
2021,12,Customers,Dehradun,Lv3_Visitors,Actuals," 9,261 "
2021,12,Customers,Ujjain,Lv3_Visitors,Actuals," 7,559 "
2021,12,Customers,Uddepy,Lv5_Visitors,Actuals," 6,435 "
2021,12,Customers,Faridabad,Lv4_Visitors,Actuals," 6,342 "
2021,12,Customers,Aurangabad,Lv1_Visitors,Actuals," 6,026 "
2021,12,Customers,Aurangabad,Lv2_Visitors,Actuals," 3,699 "
2021,12,Customers,Ujjain,Lv4_Visitors,Actuals," 3,100 "
2021,12,Customers,Dehradun,Lv4_Visitors,Actuals," 2,915 "
2021,12,Customers,Aurangabad,Lv3_Visitors,Actuals," 2,789 "
2021,12,Customers,Faridabad,Lv5_Visitors,Actuals," 1,499 "
2021,12,Customers,Dehradun,Lv5_Visitors,Actuals," 1,174 "
2021,12,Customers,Aurangabad,Lv4_Visitors,Actuals," 1,055 "
2021,12,Customers,Ujjain,Lv5_Visitors,Actuals, 996 
2021,12,Customers,Aurangabad,Lv5_Visitors,Actuals, 385 
2022,12,Customers,India,Lv1_Visitors,Actuals," 409,152 "
2022,12,Customers,India,Lv2_Visitors,Actuals," 287,220 "
2022,12,Customers,India,Lv3_Visitors,Actuals," 205,978 "
2022,12,Customers,Uddepy,Lv1_Visitors,Actuals," 81,802 "
2022,12,Customers,India,Lv4_Visitors,Actuals," 64,707 "
2022,12,Customers,Uddepy,Lv2_Visitors,Actuals," 49,203 "
2022,12,Customers,Faridabad,Lv1_Visitors,Actuals," 43,786 "
2022,12,Customers,Uddepy,Lv3_Visitors,Actuals," 41,606 "
2022,12,Customers,Faridabad,Lv2_Visitors,Actuals," 31,130 "
2022,12,Customers,Dehradun,Lv1_Visitors,Actuals," 28,445 "
2022,12,Customers,Faridabad,Lv3_Visitors,Actuals," 21,086 "
2022,12,Customers,Ujjain,Lv1_Visitors,Actuals," 18,327 "
2022,12,Customers,Dehradun,Lv2_Visitors,Actuals," 16,806 "
2022,12,Customers,Uddepy,Lv4_Visitors,Actuals," 16,241 "
2022,12,Customers,Ujjain,Lv2_Visitors,Actuals," 11,600 "
2022,12,Customers,Dehradun,Lv3_Visitors,Actuals," 8,196 "
2022,12,Customers,Ujjain,Lv3_Visitors,Actuals," 6,821 "
2022,12,Customers,Aurangabad,Lv1_Visitors,Actuals," 6,207 "
2022,12,Customers,Faridabad,Lv4_Visitors,Actuals," 4,815 "
2022,12,Customers,India,Lv5_Visitors,Actuals," 4,625 "
2022,12,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,085 "
2022,12,Customers,Aurangabad,Lv3_Visitors,Actuals," 3,261 "
2022,12,Customers,Dehradun,Lv4_Visitors,Actuals," 2,561 "
2022,12,Customers,Ujjain,Lv4_Visitors,Actuals," 2,556 "
2022,12,Customers,Uddepy,Lv5_Visitors,Actuals," 1,492 "
2022,12,Customers,Aurangabad,Lv4_Visitors,Actuals," 1,226 "
2022,12,Customers,Faridabad,Lv5_Visitors,Actuals, 399 
2022,12,Customers,Dehradun,Lv5_Visitors,Actuals, 357 
2022,12,Customers,Ujjain,Lv5_Visitors,Actuals, 293 
2022,12,Customers,Aurangabad,Lv5_Visitors,Actuals, 137 
2020,11,Customers,India,Lv1_Visitors,Actuals," 664,787 "
2020,11,Customers,India,Lv3_Visitors,Actuals," 591,953 "
2020,11,Customers,India,Lv2_Visitors,Actuals," 543,134 "
2020,11,Customers,India,Lv4_Visitors,Actuals," 257,252 "
2020,11,Customers,Uddepy,Lv1_Visitors,Actuals," 91,759 "
2020,11,Customers,Uddepy,Lv3_Visitors,Actuals," 84,918 "
2020,11,Customers,Uddepy,Lv2_Visitors,Actuals," 70,273 "
2020,11,Customers,India,Lv5_Visitors,Actuals," 67,306 "
2020,11,Customers,Faridabad,Lv3_Visitors,Actuals," 44,017 "
2020,11,Customers,Faridabad,Lv1_Visitors,Actuals," 41,520 "
2020,11,Customers,Uddepy,Lv4_Visitors,Actuals," 38,606 "
2020,11,Customers,Dehradun,Lv1_Visitors,Actuals," 37,620 "
2020,11,Customers,Faridabad,Lv2_Visitors,Actuals," 36,685 "
2020,11,Customers,Ujjain,Lv1_Visitors,Actuals," 36,029 "
2020,11,Customers,Ujjain,Lv3_Visitors,Actuals," 28,546 "
2020,11,Customers,Ujjain,Lv2_Visitors,Actuals," 28,542 "
2020,11,Customers,Dehradun,Lv2_Visitors,Actuals," 28,361 "
2020,11,Customers,Dehradun,Lv3_Visitors,Actuals," 26,773 "
2020,11,Customers,Faridabad,Lv4_Visitors,Actuals," 20,935 "
2020,11,Customers,Ujjain,Lv4_Visitors,Actuals," 13,349 "
2020,11,Customers,Uddepy,Lv5_Visitors,Actuals," 12,712 "
2020,11,Customers,Dehradun,Lv4_Visitors,Actuals," 9,783 "
2020,11,Customers,Faridabad,Lv5_Visitors,Actuals," 8,263 "
2020,11,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,792 "
2020,11,Customers,Aurangabad,Lv3_Visitors,Actuals," 7,590 "
2020,11,Customers,Aurangabad,Lv2_Visitors,Actuals," 5,549 "
2020,11,Customers,Ujjain,Lv5_Visitors,Actuals," 5,048 "
2020,11,Customers,Dehradun,Lv5_Visitors,Actuals," 4,408 "
2020,11,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,672 "
2020,11,Customers,Aurangabad,Lv5_Visitors,Actuals," 1,118 "
2021,11,Customers,India,Lv1_Visitors,Actuals," 420,940 "
2021,11,Customers,India,Lv2_Visitors,Actuals," 292,771 "
2021,11,Customers,India,Lv3_Visitors,Actuals," 233,125 "
2021,11,Customers,India,Lv4_Visitors,Actuals," 79,269 "
2021,11,Customers,Uddepy,Lv1_Visitors,Actuals," 78,919 "
2021,11,Customers,Uddepy,Lv2_Visitors,Actuals," 52,088 "
2021,11,Customers,Uddepy,Lv3_Visitors,Actuals," 46,669 "
2021,11,Customers,Ujjain,Lv1_Visitors,Actuals," 30,577 "
2021,11,Customers,Dehradun,Lv1_Visitors,Actuals," 23,653 "
2021,11,Customers,Uddepy,Lv4_Visitors,Actuals," 22,172 "
2021,11,Customers,India,Lv5_Visitors,Actuals," 19,882 "
2021,11,Customers,Ujjain,Lv2_Visitors,Actuals," 18,381 "
2021,11,Customers,Faridabad,Lv1_Visitors,Actuals," 17,004 "
2021,11,Customers,Dehradun,Lv2_Visitors,Actuals," 15,901 "
2021,11,Customers,Faridabad,Lv2_Visitors,Actuals," 12,422 "
2021,11,Customers,Dehradun,Lv3_Visitors,Actuals," 11,145 "
2021,11,Customers,Faridabad,Lv3_Visitors,Actuals," 11,070 "
2021,11,Customers,Ujjain,Lv3_Visitors,Actuals," 10,372 "
2021,11,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,330 "
2021,11,Customers,Uddepy,Lv5_Visitors,Actuals," 7,206 "
2021,11,Customers,Faridabad,Lv4_Visitors,Actuals," 4,887 "
2021,11,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,848 "
2021,11,Customers,Aurangabad,Lv3_Visitors,Actuals," 4,062 "
2021,11,Customers,Ujjain,Lv4_Visitors,Actuals," 4,006 "
2021,11,Customers,Dehradun,Lv4_Visitors,Actuals," 3,419 "
2021,11,Customers,Aurangabad,Lv4_Visitors,Actuals," 1,600 "
2021,11,Customers,Ujjain,Lv5_Visitors,Actuals," 1,473 "
2021,11,Customers,Dehradun,Lv5_Visitors,Actuals," 1,384 "
2021,11,Customers,Faridabad,Lv5_Visitors,Actuals," 1,208 "
2021,11,Customers,Aurangabad,Lv5_Visitors,Actuals, 626 
2022,11,Customers,India,Lv1_Visitors,Actuals," 441,798 "
2022,11,Customers,India,Lv2_Visitors,Actuals," 324,725 "
2022,11,Customers,India,Lv3_Visitors,Actuals," 242,252 "
2022,11,Customers,India,Lv4_Visitors,Actuals," 76,249 "
2022,11,Customers,Uddepy,Lv1_Visitors,Actuals," 74,825 "
2022,11,Customers,Faridabad,Lv1_Visitors,Actuals," 50,310 "
2022,11,Customers,Uddepy,Lv2_Visitors,Actuals," 49,526 "
2022,11,Customers,Uddepy,Lv3_Visitors,Actuals," 43,051 "
2022,11,Customers,Faridabad,Lv2_Visitors,Actuals," 36,029 "
2022,11,Customers,Faridabad,Lv3_Visitors,Actuals," 23,887 "
2022,11,Customers,Ujjain,Lv1_Visitors,Actuals," 23,174 "
2022,11,Customers,Dehradun,Lv1_Visitors,Actuals," 21,635 "
2022,11,Customers,India,Lv5_Visitors,Actuals," 19,419 "
2022,11,Customers,Uddepy,Lv4_Visitors,Actuals," 18,765 "
2022,11,Customers,Ujjain,Lv2_Visitors,Actuals," 14,742 "
2022,11,Customers,Dehradun,Lv2_Visitors,Actuals," 14,221 "
2022,11,Customers,Dehradun,Lv3_Visitors,Actuals," 9,090 "
2022,11,Customers,Ujjain,Lv3_Visitors,Actuals," 9,026 "
2022,11,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,393 "
2022,11,Customers,Uddepy,Lv5_Visitors,Actuals," 6,105 "
2022,11,Customers,Faridabad,Lv4_Visitors,Actuals," 5,800 "
2022,11,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,914 "
2022,11,Customers,Aurangabad,Lv3_Visitors,Actuals," 3,883 "
2022,11,Customers,Ujjain,Lv4_Visitors,Actuals," 3,661 "
2022,11,Customers,Dehradun,Lv4_Visitors,Actuals," 3,159 "
2022,11,Customers,Faridabad,Lv5_Visitors,Actuals," 1,604 "
2022,11,Customers,Aurangabad,Lv4_Visitors,Actuals," 1,507 "
2022,11,Customers,Dehradun,Lv5_Visitors,Actuals," 1,339 "
2022,11,Customers,Ujjain,Lv5_Visitors,Actuals," 1,272 "
2022,11,Customers,Aurangabad,Lv5_Visitors,Actuals, 550 
2020,10,Customers,India,Lv1_Visitors,Actuals," 772,490 "
2020,10,Customers,India,Lv3_Visitors,Actuals," 727,451 "
2020,10,Customers,India,Lv2_Visitors,Actuals," 637,049 "
2020,10,Customers,India,Lv4_Visitors,Actuals," 314,975 "
2020,10,Customers,Uddepy,Lv3_Visitors,Actuals," 125,358 "
2020,10,Customers,Uddepy,Lv1_Visitors,Actuals," 119,732 "
2020,10,Customers,Uddepy,Lv2_Visitors,Actuals," 92,728 "
2020,10,Customers,India,Lv5_Visitors,Actuals," 79,575 "
2020,10,Customers,Uddepy,Lv4_Visitors,Actuals," 55,852 "
2020,10,Customers,Dehradun,Lv1_Visitors,Actuals," 47,820 "
2020,10,Customers,Dehradun,Lv2_Visitors,Actuals," 36,835 "
2020,10,Customers,Dehradun,Lv3_Visitors,Actuals," 36,399 "
2020,10,Customers,Ujjain,Lv1_Visitors,Actuals," 35,086 "
2020,10,Customers,Faridabad,Lv3_Visitors,Actuals," 35,044 "
2020,10,Customers,Ujjain,Lv3_Visitors,Actuals," 32,147 "
2020,10,Customers,Faridabad,Lv1_Visitors,Actuals," 31,188 "
2020,10,Customers,Ujjain,Lv2_Visitors,Actuals," 27,888 "
2020,10,Customers,Faridabad,Lv2_Visitors,Actuals," 27,758 "
2020,10,Customers,Uddepy,Lv5_Visitors,Actuals," 18,062 "
2020,10,Customers,Faridabad,Lv4_Visitors,Actuals," 15,469 "
2020,10,Customers,Dehradun,Lv4_Visitors,Actuals," 14,126 "
2020,10,Customers,Ujjain,Lv4_Visitors,Actuals," 13,487 "
2020,10,Customers,Aurangabad,Lv3_Visitors,Actuals," 9,067 "
2020,10,Customers,Aurangabad,Lv1_Visitors,Actuals," 8,646 "
2020,10,Customers,Dehradun,Lv5_Visitors,Actuals," 6,599 "
2020,10,Customers,Aurangabad,Lv2_Visitors,Actuals," 6,007 "
2020,10,Customers,Faridabad,Lv5_Visitors,Actuals," 5,631 "
2020,10,Customers,Ujjain,Lv5_Visitors,Actuals," 5,277 "
2020,10,Customers,Aurangabad,Lv4_Visitors,Actuals," 3,246 "
2020,10,Customers,Aurangabad,Lv5_Visitors,Actuals," 1,363 "
2021,10,Customers,India,Lv1_Visitors,Actuals," 442,574 "
2021,10,Customers,India,Lv2_Visitors,Actuals," 303,181 "
2021,10,Customers,India,Lv3_Visitors,Actuals," 264,643 "
2021,10,Customers,Uddepy,Lv1_Visitors,Actuals," 83,485 "
2021,10,Customers,India,Lv4_Visitors,Actuals," 71,396 "
2021,10,Customers,Uddepy,Lv2_Visitors,Actuals," 52,132 "
2021,10,Customers,Uddepy,Lv3_Visitors,Actuals," 51,465 "
2021,10,Customers,Ujjain,Lv1_Visitors,Actuals," 29,901 "
2021,10,Customers,Dehradun,Lv1_Visitors,Actuals," 27,158 "
2021,10,Customers,Faridabad,Lv1_Visitors,Actuals," 25,507 "
2021,10,Customers,Uddepy,Lv4_Visitors,Actuals," 19,779 "
2021,10,Customers,Faridabad,Lv2_Visitors,Actuals," 18,677 "
2021,10,Customers,Faridabad,Lv3_Visitors,Actuals," 18,230 "
2021,10,Customers,Dehradun,Lv2_Visitors,Actuals," 17,948 "
2021,10,Customers,Ujjain,Lv2_Visitors,Actuals," 17,887 "
2021,10,Customers,India,Lv5_Visitors,Actuals," 17,315 "
2021,10,Customers,Ujjain,Lv3_Visitors,Actuals," 12,636 "
2021,10,Customers,Dehradun,Lv3_Visitors,Actuals," 11,564 "
2021,10,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,952 "
2021,10,Customers,Uddepy,Lv5_Visitors,Actuals," 6,097 "
2021,10,Customers,Faridabad,Lv4_Visitors,Actuals," 5,640 "
2021,10,Customers,Aurangabad,Lv3_Visitors,Actuals," 5,422 "
2021,10,Customers,Aurangabad,Lv2_Visitors,Actuals," 5,194 "
2021,10,Customers,Ujjain,Lv4_Visitors,Actuals," 3,729 "
2021,10,Customers,Dehradun,Lv4_Visitors,Actuals," 2,838 "
2021,10,Customers,Aurangabad,Lv4_Visitors,Actuals," 1,858 "
2021,10,Customers,Ujjain,Lv5_Visitors,Actuals," 1,299 "
2021,10,Customers,Faridabad,Lv5_Visitors,Actuals," 1,241 "
2021,10,Customers,Dehradun,Lv5_Visitors,Actuals," 1,062 "
2021,10,Customers,Aurangabad,Lv5_Visitors,Actuals, 713 
2022,10,Customers,India,Lv1_Visitors,Actuals," 425,078 "
2022,10,Customers,India,Lv2_Visitors,Actuals," 303,631 "
2022,10,Customers,India,Lv3_Visitors,Actuals," 212,121 "
2022,10,Customers,Uddepy,Lv1_Visitors,Actuals," 86,584 "
2022,10,Customers,India,Lv4_Visitors,Actuals," 62,861 "
2022,10,Customers,Uddepy,Lv2_Visitors,Actuals," 58,098 "
2022,10,Customers,Uddepy,Lv3_Visitors,Actuals," 48,184 "
2022,10,Customers,Faridabad,Lv1_Visitors,Actuals," 35,913 "
2022,10,Customers,Faridabad,Lv2_Visitors,Actuals," 25,228 "
2022,10,Customers,Ujjain,Lv1_Visitors,Actuals," 20,806 "
2022,10,Customers,Uddepy,Lv4_Visitors,Actuals," 20,756 "
2022,10,Customers,Dehradun,Lv1_Visitors,Actuals," 20,327 "
2022,10,Customers,Faridabad,Lv3_Visitors,Actuals," 16,622 "
2022,10,Customers,India,Lv5_Visitors,Actuals," 15,091 "
2022,10,Customers,Ujjain,Lv2_Visitors,Actuals," 13,461 "
2022,10,Customers,Dehradun,Lv2_Visitors,Actuals," 13,201 "
2022,10,Customers,Dehradun,Lv3_Visitors,Actuals," 8,369 "
2022,10,Customers,Ujjain,Lv3_Visitors,Actuals," 7,996 "
2022,10,Customers,Aurangabad,Lv1_Visitors,Actuals," 6,955 "
2022,10,Customers,Uddepy,Lv5_Visitors,Actuals," 5,698 "
2022,10,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,774 "
2022,10,Customers,Faridabad,Lv4_Visitors,Actuals," 3,951 "
2022,10,Customers,Aurangabad,Lv3_Visitors,Actuals," 3,523 "
2022,10,Customers,Ujjain,Lv4_Visitors,Actuals," 3,071 "
2022,10,Customers,Dehradun,Lv4_Visitors,Actuals," 2,915 "
2022,10,Customers,Aurangabad,Lv4_Visitors,Actuals," 1,270 "
2022,10,Customers,Faridabad,Lv5_Visitors,Actuals," 1,133 "
2022,10,Customers,Dehradun,Lv5_Visitors,Actuals," 1,092 "
2022,10,Customers,Ujjain,Lv5_Visitors,Actuals," 1,015 "
2022,10,Customers,Aurangabad,Lv5_Visitors,Actuals, 396 
2020,9,Customers,India,Lv1_Visitors,Actuals," 593,002 "
2020,9,Customers,India,Lv3_Visitors,Actuals," 548,775 "
2020,9,Customers,India,Lv2_Visitors,Actuals," 484,447 "
2020,9,Customers,India,Lv4_Visitors,Actuals," 232,430 "
2020,9,Customers,Uddepy,Lv3_Visitors,Actuals," 95,915 "
2020,9,Customers,Uddepy,Lv1_Visitors,Actuals," 92,802 "
2020,9,Customers,Uddepy,Lv2_Visitors,Actuals," 71,001 "
2020,9,Customers,India,Lv5_Visitors,Actuals," 57,406 "
2020,9,Customers,Uddepy,Lv4_Visitors,Actuals," 42,764 "
2020,9,Customers,Dehradun,Lv1_Visitors,Actuals," 32,564 "
2020,9,Customers,Faridabad,Lv3_Visitors,Actuals," 30,043 "
2020,9,Customers,Ujjain,Lv1_Visitors,Actuals," 28,630 "
2020,9,Customers,Faridabad,Lv1_Visitors,Actuals," 26,433 "
2020,9,Customers,Ujjain,Lv3_Visitors,Actuals," 24,262 "
2020,9,Customers,Dehradun,Lv2_Visitors,Actuals," 23,693 "
2020,9,Customers,Faridabad,Lv2_Visitors,Actuals," 23,132 "
2020,9,Customers,Dehradun,Lv3_Visitors,Actuals," 22,715 "
2020,9,Customers,Ujjain,Lv2_Visitors,Actuals," 22,036 "
2020,9,Customers,Uddepy,Lv5_Visitors,Actuals," 13,914 "
2020,9,Customers,Faridabad,Lv4_Visitors,Actuals," 13,455 "
2020,9,Customers,Ujjain,Lv4_Visitors,Actuals," 10,261 "
2020,9,Customers,Aurangabad,Lv1_Visitors,Actuals," 8,351 "
2020,9,Customers,Dehradun,Lv4_Visitors,Actuals," 8,174 "
2020,9,Customers,Aurangabad,Lv3_Visitors,Actuals," 7,794 "
2020,9,Customers,Aurangabad,Lv2_Visitors,Actuals," 5,766 "
2020,9,Customers,Faridabad,Lv5_Visitors,Actuals," 5,072 "
2020,9,Customers,Ujjain,Lv5_Visitors,Actuals," 4,096 "
2020,9,Customers,Dehradun,Lv5_Visitors,Actuals," 3,772 "
2020,9,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,737 "
2020,9,Customers,Aurangabad,Lv5_Visitors,Actuals," 1,254 "
2021,9,Customers,India,Lv1_Visitors,Actuals," 465,658 "
2021,9,Customers,India,Lv2_Visitors,Actuals," 339,528 "
2021,9,Customers,India,Lv3_Visitors,Actuals," 322,087 "
2021,9,Customers,India,Lv4_Visitors,Actuals," 106,385 "
2021,9,Customers,Uddepy,Lv1_Visitors,Actuals," 77,209 "
2021,9,Customers,Uddepy,Lv2_Visitors,Actuals," 51,664 "
2021,9,Customers,Uddepy,Lv3_Visitors,Actuals," 50,636 "
2021,9,Customers,Faridabad,Lv1_Visitors,Actuals," 37,046 "
2021,9,Customers,Faridabad,Lv2_Visitors,Actuals," 27,023 "
2021,9,Customers,Faridabad,Lv3_Visitors,Actuals," 26,542 "
2021,9,Customers,Ujjain,Lv1_Visitors,Actuals," 25,890 "
2021,9,Customers,Dehradun,Lv1_Visitors,Actuals," 21,331 "
2021,9,Customers,Uddepy,Lv4_Visitors,Actuals," 21,041 "
2021,9,Customers,India,Lv5_Visitors,Actuals," 20,305 "
2021,9,Customers,Ujjain,Lv2_Visitors,Actuals," 14,772 "
2021,9,Customers,Dehradun,Lv2_Visitors,Actuals," 13,839 "
2021,9,Customers,Ujjain,Lv3_Visitors,Actuals," 11,513 "
2021,9,Customers,Dehradun,Lv3_Visitors,Actuals," 9,338 "
2021,9,Customers,Aurangabad,Lv1_Visitors,Actuals," 8,512 "
2021,9,Customers,Faridabad,Lv4_Visitors,Actuals," 7,702 "
2021,9,Customers,Aurangabad,Lv3_Visitors,Actuals," 7,359 "
2021,9,Customers,Aurangabad,Lv2_Visitors,Actuals," 6,089 "
2021,9,Customers,Uddepy,Lv5_Visitors,Actuals," 5,876 "
2021,9,Customers,Ujjain,Lv4_Visitors,Actuals," 3,344 "
2021,9,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,935 "
2021,9,Customers,Dehradun,Lv4_Visitors,Actuals," 2,327 "
2021,9,Customers,Faridabad,Lv5_Visitors,Actuals," 1,661 "
2021,9,Customers,Aurangabad,Lv5_Visitors,Actuals," 1,195 "
2021,9,Customers,Ujjain,Lv5_Visitors,Actuals," 1,123 "
2021,9,Customers,Dehradun,Lv5_Visitors,Actuals, 867 
2022,9,Customers,India,Lv1_Visitors,Actuals," 429,564 "
2022,9,Customers,India,Lv2_Visitors,Actuals," 304,655 "
2022,9,Customers,India,Lv3_Visitors,Actuals," 204,787 "
2022,9,Customers,Uddepy,Lv1_Visitors,Actuals," 70,026 "
2022,9,Customers,India,Lv4_Visitors,Actuals," 55,889 "
2022,9,Customers,Uddepy,Lv2_Visitors,Actuals," 46,402 "
2022,9,Customers,Faridabad,Lv1_Visitors,Actuals," 41,509 "
2022,9,Customers,Uddepy,Lv3_Visitors,Actuals," 35,871 "
2022,9,Customers,Faridabad,Lv2_Visitors,Actuals," 29,292 "
2022,9,Customers,Dehradun,Lv1_Visitors,Actuals," 21,610 "
2022,9,Customers,Ujjain,Lv1_Visitors,Actuals," 20,001 "
2022,9,Customers,Faridabad,Lv3_Visitors,Actuals," 18,437 "
2022,9,Customers,Uddepy,Lv4_Visitors,Actuals," 15,342 "
2022,9,Customers,India,Lv5_Visitors,Actuals," 14,482 "
2022,9,Customers,Dehradun,Lv2_Visitors,Actuals," 14,044 "
2022,9,Customers,Ujjain,Lv2_Visitors,Actuals," 12,821 "
2022,9,Customers,Ujjain,Lv3_Visitors,Actuals," 7,224 "
2022,9,Customers,Dehradun,Lv3_Visitors,Actuals," 7,208 "
2022,9,Customers,Aurangabad,Lv1_Visitors,Actuals," 6,154 "
2022,9,Customers,Uddepy,Lv5_Visitors,Actuals," 5,069 "
2022,9,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,186 "
2022,9,Customers,Faridabad,Lv4_Visitors,Actuals," 3,989 "
2022,9,Customers,Aurangabad,Lv3_Visitors,Actuals," 2,861 "
2022,9,Customers,Ujjain,Lv4_Visitors,Actuals," 2,586 "
2022,9,Customers,Dehradun,Lv4_Visitors,Actuals," 2,187 "
2022,9,Customers,Faridabad,Lv5_Visitors,Actuals," 1,216 "
2022,9,Customers,Aurangabad,Lv4_Visitors,Actuals, 996 
2022,9,Customers,Ujjain,Lv5_Visitors,Actuals, 956 
2022,9,Customers,Dehradun,Lv5_Visitors,Actuals, 873 
2022,9,Customers,Aurangabad,Lv5_Visitors,Actuals, 369 
2020,8,Customers,India,Lv1_Visitors,Actuals," 542,591 "
2020,8,Customers,India,Lv3_Visitors,Actuals," 496,709 "
2020,8,Customers,India,Lv2_Visitors,Actuals," 442,810 "
2020,8,Customers,India,Lv4_Visitors,Actuals," 202,669 "
2020,8,Customers,Uddepy,Lv1_Visitors,Actuals," 86,645 "
